Time (ms),Sound Level
4.094129800796509,493
4.1226959228515625,493
4.151424884796143,493
4.179985761642456,493
4.2087507247924805,492
4.237330913543701,493
4.262033939361572,493
4.290634870529175,493
4.319310903549194,493
4.347951889038086,493
4.376733779907227,493
4.4053568840026855,493
4.434281826019287,492
4.458676815032959,490
4.48741602897644,494
4.516047716140747,493
4.544590711593628,493
4.573452949523926,490
4.60210394859314,491
4.630764007568359,491
4.655158996582031,491
4.683941841125488,498
4.712694883346558,494
4.741379737854004,494
4.770061016082764,495
4.798717975616455,494
4.827280759811401,492
4.8517937660217285,488
4.880745887756348,495
4.909231901168823,492
4.937971830368042,495
4.966686010360718,490
4.99527382850647,488
5.024012088775635,501
5.048612833023071,493
5.0771777629852295,497
5.10610294342041,489
5.134588956832886,495
5.163129806518555,487
5.191804885864258,495
5.220428943634033,493
5.249353885650635,494
5.273921012878418,496
5.302682876586914,493
5.331362962722778,491
5.3600239753723145,495
5.388657808303833,500
5.417325973510742,494
5.446001768112183,495
5.4705657958984375,489
5.499222993850708,486
5.528024911880493,493
5.556591749191284,489
5.585313081741333,501
5.613803863525391,490
5.642499685287476,494
5.667149066925049,498
5.695804834365845,489
5.724354028701782,496
5.752985000610352,494
5.781797885894775,492
5.810450792312622,493
5.8390679359436035,493
5.863741874694824,493
5.892480850219727,493
5.9210968017578125,493
5.949797868728638,494
5.97838282585144,493
6.007127046585083,493
6.035667896270752,493
6.064260721206665,493
6.089113712310791,493
6.117668151855469,493
6.14640474319458,493
6.175043106079102,493
6.203737735748291,492
6.232220888137817,493
6.260865926742554,493
6.285482883453369,493
6.314140796661377,491
6.342849016189575,493
6.371715068817139,493
6.400126934051514,493
6.42882776260376,493
6.457581996917725,490
6.4822678565979,489
6.510977029800415,494
6.539469957351685,493
6.568115949630737,493
6.596766948699951,493
6.62543797492981,492
6.654103994369507,490
6.6789469718933105,493
6.707628965377808,493
6.736253976821899,493
6.764884948730469,493
6.793553829193115,493
6.822393894195557,493
6.850977897644043,493
6.8755528926849365,493
6.904320955276489,493
6.93268609046936,493
6.961505889892578,493
6.990190744400024,493
7.018864870071411,493
7.047371864318848,493
7.0760178565979,493
7.100609064102173,493
7.129457950592041,493
7.15799880027771,493
7.186666965484619,493
7.215524911880493,493
7.24426007270813,493
7.27289605140686,493
7.297501802444458,493
7.326170921325684,493
7.3548290729522705,493
7.383411884307861,493
7.412146806716919,493
7.440805912017822,493
7.469226837158203,493
7.493851900100708,493
7.522536993026733,493
7.55120587348938,493
7.579876899719238,495
7.608601808547974,498
7.637192964553833,484
7.665848016738892,476
7.690551042556763,472
7.719076871871948,513
7.74774694442749,469
7.776402950286865,587
7.82555079460144,504
7.850107908248901,409
7.878833770751953,462
7.907556772232056,478
7.936121702194214,435
7.964809894561768,497
7.993491888046265,567
8.038676023483276,476
8.067291736602783,486
8.095992088317871,534
8.124671936035156,466
8.153223991394043,515
8.178119897842407,522
8.206805944442749,486
8.23543095588684,473
8.264038801193237,474
8.292651891708374,473
8.32142686843872,487
8.350120782852173,479
8.374729871749878,491
8.403557777404785,501
8.432183027267456,496
8.460741758346558,499
8.489527940750122,492
8.518033742904663,495
8.54676604270935,494
8.571335792541504,493
8.600184917449951,492
8.628761768341064,492
8.657322883605957,493
8.686116695404053,492
8.714610815048218,493
8.743083000183105,493
8.772016763687134,492
8.796742916107178,493
8.825293064117432,492
8.854083061218262,493
8.882615089416504,493
8.91143798828125,492
8.94006609916687,492
8.968384981155396,493
8.992968797683716,493
9.02173376083374,493
9.050382137298584,493
9.07907509803772,492
9.107720851898193,492
9.1364107131958,493
9.165010929107666,492
9.190210103988647,492
9.218331813812256,493
9.246967077255249,492
9.275757074356079,493
9.304378747940063,492
9.333018779754639,492
9.361615896224976,492
9.386215925216675,493
9.415022850036621,493
9.443652868270874,493
9.472411870956421,493
9.501038074493408,493
9.529744863510132,493
9.558361053466797,493
9.582851886749268,492
9.611650943756104,481
9.640177965164185,537
9.668812990188599,446
9.697602987289429,457
9.726232051849365,492
9.754961967468262,529
9.783604860305786,489
9.808374881744385,534
9.83708381652832,550
9.886298894882202,377
9.914833784103394,458
9.93963074684143,532
9.968301057815552,428
9.996854066848755,573
10.045949935913086,468
10.070531845092773,461
10.099395751953125,382
10.127890825271606,462
10.156625747680664,540
10.185256958007812,432
10.213936805725098,557
10.25895380973816,561
10.30817198753357,468
10.332767009735107,504
10.361443042755127,472
10.39018177986145,509
10.418704748153687,478
10.447513103485107,475
10.476161003112793,482
10.504783868789673,484
10.533530712127686,499
10.557994842529297,480
10.587009906768799,467
10.615381002426147,488
10.6440749168396,499
10.672784805297852,494
10.701389074325562,491
10.730089902877808,496
10.754724740982056,490
10.783321857452393,492
10.812091827392578,493
10.840762853622437,492
10.869202852249146,492
10.897971868515015,493
10.926712036132812,492
10.951380968093872,493
10.979903936386108,488
11.00861382484436,493
11.037415981292725,492
11.066098928451538,493
11.094674825668335,492
11.123386859893799,493
11.147924900054932,492
11.176642894744873,493
11.205275774002075,489
11.233933925628662,492
11.262593030929565,494
11.291209936141968,493
11.319854021072388,492
11.344542980194092,492
11.373173952102661,492
11.401845932006836,489
11.43051290512085,492
11.459048986434937,492
11.487972021102905,492
11.51659893989563,493
11.545060873031616,493
11.56957483291626,493
11.598419904708862,491
11.62712812423706,490
11.655849933624268,493
11.684445858001709,492
11.71308183670044,494
11.741811990737915,492
11.766417980194092,492
11.795220851898193,492
11.823548793792725,490
11.852388143539429,493
11.881073951721191,493
11.909712791442871,493
11.93849492073059,493
11.963027000427246,491
11.991829872131348,490
12.020506858825684,497
12.049143075942993,492
12.0775728225708,495
12.106328010559082,493
12.135082006454468,492
12.159766912460327,493
12.188409805297852,493
12.217022895812988,493
12.245728969573975,461
12.274369955062866,479
12.303019046783447,532
12.331682920455933,408
12.360298871994019,578
12.40534496307373,666
12.438148736953735,386
12.46686577796936,397
12.495588779449463,328
12.524235963821411,544
12.552953720092773,445
12.5814950466156,654
12.614392042160034,381
12.643049955368042,449
12.67165994644165,510
12.700384855270386,441
12.72497296333313,535
12.75373101234436,466
12.782410860061646,552
12.831462860107422,485
12.856077909469604,477
12.88477110862732,501
12.913443088531494,525
12.94204592704773,446
12.970807075500488,573
13.015865087509155,458
13.044529914855957,493
13.073137760162354,486
13.10189175605774,501
13.13037896156311,493
13.15904688835144,498
13.187824726104736,492
13.212442874908447,493
13.241063833236694,494
13.269727945327759,493
13.2984619140625,492
13.327173948287964,489
13.355780839920044,492
13.384341955184937,492
13.409020900726318,492
13.437737941741943,492
13.466351747512817,492
13.495057821273804,492
13.523728847503662,492
13.552369832992554,492
13.581058025360107,492
13.605722904205322,492
13.634278774261475,492
13.663017988204956,492
13.691709995269775,492
13.72038984298706,492
13.748965740203857,492
13.777682781219482,492
13.802312850952148,492
13.830924034118652,492
13.8595609664917,492
13.888375043869019,492
13.916947841644287,489
13.945640802383423,493
13.974318742752075,491
14.002864837646484,492
14.027647972106934,492
14.05623483657837,492
14.0849609375,492
14.113550901412964,489
14.141894817352295,492
14.170871019363403,493
14.199566125869751,493
14.224178791046143,492
14.252870798110962,492
14.28147578239441,488
14.3103187084198,491
14.338841915130615,481
14.367252826690674,487
14.396099090576172,490
14.420866966247559,539
14.449564933776855,612
14.486311912536621,667
14.519036769866943,622
14.551936864852905,292
14.580505132675171,771
15.547249794006348,494
15.571903944015503,494
15.600575923919678,494
15.629258871078491,493
15.657857894897461,493
15.686604022979736,492
15.715251922607422,493
15.743867874145508,491
15.768489837646484,492
15.797070741653442,493
15.825743913650513,492
15.854509115219116,493
15.883050918579102,492
15.911742925643921,492
15.94047999382019,492
15.969249963760376,492
15.993819952011108,492
16.022459745407104,492
16.051055908203125,493
16.07956886291504,490
16.10835886001587,479
16.137043952941895,329
16.165743827819824,605
16.198481798171997,540
16.22718095779419,460
16.255852937698364,588
16.300935983657837,605
16.333718061447144,490
16.362350702285767,550
16.41145396232605,356
16.440118074417114,657
16.47295594215393,382
16.5015869140625,555
16.54679799079895,531
16.57544708251953,496
16.604090929031372,414
16.63278889656067,696
16.66556692123413,412
16.694121837615967,544
16.722790956497192,411
16.751567840576172,372
16.780252933502197,461
16.808868885040283,574
16.854082107543945,524
16.88263177871704,498
16.911321878433228,497
16.939852952957153,490
16.964601039886475,496
16.993168830871582,490
17.021910905838013,489
17.050623893737793,491
17.079216718673706,492
17.10783886909485,491
17.136568069458008,492
17.165229082107544,492
17.190024852752686,492
17.218549966812134,492
17.247161865234375,492
17.27555203437805,492
17.304244995117188,492
17.332907915115356,488
17.36155390739441,492
17.38620686531067,492
17.414853811264038,492
17.443541049957275,492
17.472251892089844,492
17.500918865203857,492
17.529599905014038,490
17.55817174911499,492
17.582802772521973,493
17.611428022384644,492
17.640137910842896,492
17.66879677772522,492
17.697429895401,487
17.72610878944397,489
17.754838943481445,491
17.779408931732178,492
17.808117866516113,492
17.836764812469482,492
17.86541485786438,492
17.894070863723755,492
17.92280912399292,492
17.951454877853394,492
17.980125904083252,492
18.004742860794067,492
18.033406972885132,492
18.06204581260681,492
18.090696811676025,492
18.11940598487854,492
18.148016929626465,492
18.176759958267212,493
18.20135807991028,492
18.22999382019043,492
18.258691787719727,492
18.287314891815186,494
18.316080808639526,513
18.344692945480347,539
18.373388051986694,499
18.397982835769653,446
18.426682710647583,498
18.455516815185547,513
18.484320878982544,530
18.51294493675232,465
18.54158592224121,535
18.570112943649292,526
18.59487795829773,483
18.623661041259766,439
18.652134895324707,501
18.680917024612427,482
18.709431886672974,473
18.73811388015747,495
18.766876935958862,520
18.791518926620483,504
18.82013201713562,499
18.8488609790802,484
18.877559900283813,503
18.90611982345581,498
18.934852838516235,489
18.96347999572754,489
18.992088079452515,488
19.016896963119507,491
19.045491933822632,492
19.073999881744385,492
19.10279870033264,492
19.13135004043579,491
19.159799098968506,492
19.189103841781616,490
19.21310782432556,488
19.242000818252563,492
19.27063488960266,491
19.29939579963684,492
19.328030824661255,492
19.356623888015747,492
19.38540482521057,488
19.410051822662354,493
19.438710927963257,492
19.467395067214966,492
19.496062994003296,492
19.524701833724976,491
19.55338191986084,489
19.581878900527954,488
19.60666584968567,493
19.635231971740723,492
19.663965940475464,492
19.692672967910767,492
19.721210718154907,492
19.74999690055847,490
19.77849292755127,493
19.80733585357666,493
19.831857919692993,492
19.860565900802612,492
19.889169931411743,492
19.917954921722412,492
19.94660997390747,492
19.975148916244507,492
20.003816843032837,492
20.02843189239502,492
20.057191848754883,492
20.085657119750977,492
20.1143319606781,493
20.143199920654297,492
20.17182493209839,493
20.200488805770874,493
20.22513484954834,514
20.253827810287476,532
20.28248381614685,502
20.311121940612793,424
20.339878797531128,540
20.368441820144653,412
20.39707374572754,507
20.42171001434326,580
20.47079086303711,577
20.515929698944092,516
20.54463791847229,570
20.59367609024048,524
20.62237286567688,353
20.64700174331665,443
20.675686836242676,408
20.704356908798218,512
20.732952117919922,447
20.76177191734314,451
20.79041290283203,504
20.819066762924194,492
20.843605041503906,488
20.87235999107361,494
20.901054859161377,495
20.92969584465027,495
20.958372831344604,494
20.98704695701599,492
21.015683889389038,490
21.04027485847473,493
21.06900668144226,493
21.09745693206787,492
21.126233100891113,493
21.15498375892639,493
21.18363904953003,493
21.212225914001465,491
21.236905813217163,493
21.265578031539917,494
21.294261932373047,493
21.322877883911133,493
21.351581811904907,493
21.3802387714386,492
21.408931016921997,491
21.4335720539093,493
21.462175846099854,493
21.490921020507812,493
21.519683837890625,493
21.548227787017822,493
21.57690191268921,493
21.605544805526733,493
21.634166955947876,494
21.65885591506958,493
21.687530040740967,493
21.71617293357849,493
21.7448468208313,493
21.77353596687317,493
21.80216073989868,493
21.830841064453125,493
21.855509042739868,493
21.884154796600342,493
21.912582874298096,493
21.941279888153076,493
21.969825983047485,494
21.998548984527588,527
22.027318000793457,498
22.05211901664734,500
22.080497980117798,598
22.129831790924072,391
22.158501863479614,567
22.203521013259888,227
22.232216119766235,668
22.265029907226562,563
22.31414294242859,482
22.342803955078125,414
22.367207765579224,299
22.396044969558716,407
22.424771785736084,731
23.387359857559204,495
23.41608190536499,495
23.444715976715088,495
23.47339701652527,494
23.502093076705933,494
23.530761003494263,492
23.55941390991211,491
23.58405590057373,493
23.612761735916138,493
23.641297817230225,493
23.669952869415283,493
23.69875192642212,492
23.727332830429077,493
23.75606393814087,490
23.784703016281128,494
23.80930495262146,490
23.83816695213318,493
23.86669898033142,493
23.89526391029358,501
23.92402982711792,488
23.952666759490967,504
23.98128581047058,496
24.006006002426147,536
24.034671783447266,485
24.063211917877197,490
24.091705083847046,482
24.120630979537964,501
24.1492657661438,478
24.177901029586792,483
24.20253586769104,500
24.23123288154602,512
24.259902954101562,492
24.288541793823242,477
24.317174911499023,497
24.345848083496094,488
24.374337911605835,490
24.399224996566772,496
24.427791833877563,494
24.45655608177185,494
24.485236883163452,494
24.51386070251465,493
24.542573928833008,494
24.571196794509888,494
24.595829963684082,494
24.6245219707489,494
24.653197050094604,494
24.681856870651245,494
24.710493803024292,494
24.739176988601685,494
24.7678279876709,494
24.796458959579468,494
24.821138858795166,490
24.849803924560547,494
24.878457069396973,494
24.907012701034546,494
24.935796976089478,494
24.964456796646118,494
24.993123054504395,494
25.017760038375854,494
25.046344995498657,494
25.075121879577637,494
25.103561878204346,494
25.13239073753357,494
25.160998821258545,494
25.189847946166992,490
25.214127779006958,494
25.24299907684326,495
25.27168297767639,494
25.300332069396973,494
25.329041957855225,494
25.357724905014038,494
25.386278867721558,491
25.410995960235596,487
25.439610719680786,501
25.468185901641846,524
25.49703598022461,532
25.525657892227173,302
25.55426573753357,673
25.58711886405945,401
25.6156747341156,492
25.64432191848755,550
25.68942093849182,527
25.718182802200317,580
25.7672278881073,588
25.812347888946533,277
25.84104299545288,400
25.86963677406311,377
25.898289918899536,289
25.927041053771973,517
25.951701879501343,431
25.980299949645996,537
26.009028911590576,496
26.0376980304718,494
26.066236972808838,493
26.09499192237854,498
26.123577117919922,497
26.148140907287598,498
26.17692804336548,495
26.205579042434692,494
26.23419499397278,491
26.262914896011353,492
26.29154896736145,494
26.320209980010986,494
26.34491276741028,494
26.373559951782227,494
26.402240991592407,494
26.430930852890015,494
26.459563970565796,491
26.48819589614868,494
26.516900062561035,494
26.541448831558228,494
26.570190906524658,494
26.599028825759888,494
26.62744688987732,494
26.65623688697815,490
26.684865951538086,495
26.713398933410645,495
26.74219799041748,491
26.76690101623535,493
26.795362949371338,494
26.82404088973999,491
26.852871894836426,495
26.881370782852173,495
26.91004180908203,495
26.938817977905273,494
26.96341300010681,495
26.99210286140442,494
27.020768880844116,494
27.049356937408447,494
27.07788896560669,495
27.10678791999817,492
27.135316848754883,492
27.159955978393555,469
27.189096927642822,487
27.21712589263916,478
27.24579691886902,469
27.27464485168457,490
27.30330491065979,480
27.33196997642517,494
27.35663390159607,505
27.385316133499146,496
27.413851737976074,496
27.442405939102173,504
27.471078872680664,485
27.49974489212036,482
27.528379917144775,482
27.552981853485107,503
27.58166813850403,489
27.610361099243164,494
27.638974905014038,489
27.66762399673462,495
27.696343898773193,496
27.725006103515625,494
27.753602981567383,495
27.77822208404541,494
27.80690097808838,495
27.835590839385986,494
27.8642680644989,494
27.892952919006348,494
27.92158794403076,494
27.95029592514038,494
27.974896907806396,495
28.003578901290894,495
28.032273769378662,495
28.06090998649597,495
28.089611053466797,491
28.118233680725098,492
28.146875858306885,495
28.1714928150177,495
28.200206756591797,494
28.228857040405273,495
28.257529735565186,494
28.286203861236572,490
28.314879894256592,495
28.343540906906128,495
28.368129014968872,495
28.397141933441162,494
28.42566704750061,494
28.454346895217896,495
28.483091831207275,491
28.511791706085205,494
28.540433883666992,496
28.5691020488739,495
28.593735933303833,494
28.622498989105225,401
28.651075839996338,390
28.67968201637268,204
28.708337783813477,232
28.73693585395813,549
28.765658855438232,415
28.790372848510742,291
28.818951845169067,297
28.847697973251343,501
28.876112937927246,627
28.909011840820312,504
28.9376859664917,615
28.974568843841553,416
28.999290704727173,440
29.027846813201904,408
29.056625843048096,515
29.08505082130432,511
29.1139497756958,486
29.142487049102783,497
29.171246767044067,497
29.199826955795288,497
29.224498987197876,495
29.253244876861572,493
29.281590938568115,493
29.31025195121765,492
29.339045763015747,493
29.367809057235718,494
29.39647102355957,493
29.421056985855103,493
29.449842929840088,494
29.478420972824097,494
29.507161140441895,494
29.535849809646606,494
29.56440496444702,494
29.593153953552246,494
29.617812871932983,494
29.646439790725708,494
29.67522096633911,494
29.703847885131836,494
29.73238492012024,493
29.761103868484497,494
29.78975796699524,494
29.814411878585815,494
29.84308886528015,494
29.87172293663025,494
29.900335788726807,494
29.92908000946045,494
29.957798957824707,494
29.9863600730896,494
30.01103377342224,494
30.039608001708984,494
30.068341970443726,494
30.096881866455078,494
30.12562894821167,494
30.153972864151,494
30.18291997909546,494
30.211596965789795,494
30.23632001876831,493
30.264954805374146,494
30.293574810028076,493
30.32227611541748,494
30.350903034210205,494
30.37952470779419,494
30.408309936523438,494
30.432933807373047,494
30.4614839553833,494
30.490283966064453,494
30.518930912017822,494
30.54752469062805,493
30.576223850250244,492
30.604915857315063,492
30.62951397895813,494
30.658215761184692,494
30.686902046203613,493
30.715497970581055,496
30.744110107421875,538
30.77291703224182,320
30.801435947418213,454
30.826043844223022,367
30.854729890823364,819
31.821412086486816,495
31.846039056777954,495
31.87471103668213,495
31.903506994247437,496
31.93213987350464,495
31.960774898529053,494
31.989458799362183,494
32.01809573173523,490
32.04677605628967,494
32.07142400741577,494
32.10010600090027,495
32.12852191925049,494
32.15739989280701,494
32.18570685386658,494
32.21465492248535,493
32.243364095687866,494
32.26797103881836,495
32.29665780067444,494
32.32531404495239,494
32.35379981994629,493
32.382638692855835,493
32.41127586364746,493
32.4399847984314,493
32.46463990211487,493
32.493287801742554,494
32.521965980529785,493
32.55058979988098,494
32.57925486564636,493
32.6079158782959,493
32.63670301437378,493
32.66129994392395,494
32.68993782997131,494
32.71851992607117,489
32.74727702140808,494
32.77594184875488,493
32.80453705787659,493
32.83324694633484,493
32.85791206359863,493
32.886528968811035,493
32.9152729511261,493
32.94391703605652,493
32.97251892089844,493
33.001240968704224,497
33.0298957824707,494
33.058475971221924,391
33.08332109451294,407
33.111764907836914,505
33.14057493209839,211
33.16918873786926,673
33.20198392868042,832
34.168323040008545,494
34.193235874176025,494
34.2218496799469,494
34.25055694580078,494
34.27922987937927,494
34.3079149723053,493
34.3365318775177,490
34.36522173881531,494
34.39376997947693,493
34.41854786872864,493
34.44718289375305,493
34.47586679458618,493
34.5045690536499,493
34.53318405151367,493
34.56192207336426,493
34.590497970581055,494
34.615020990371704,493
34.643876791000366,494
34.6725218296051,493
34.7010281085968,493
34.72976899147034,492
34.758492946624756,493
34.7871458530426,493
34.811686754226685,493
34.8404700756073,493
34.869019746780396,493
34.89780592918396,493
34.926466941833496,493
34.955174922943115,493
34.98375701904297,493
35.008413791656494,493
35.03709578514099,493
35.06562399864197,493
35.09442400932312,493
35.12290978431702,493
35.1517219543457,493
35.180402994155884,493
35.209131956100464,493
35.233710050582886,492
35.26231503486633,493
35.29099988937378,493
35.31964993476868,493
35.34830379486084,493
35.37693381309509,493
35.40561580657959,492
35.430325984954834,492
35.45901393890381,493
35.48759388923645,492
35.51633310317993,493
35.54497790336609,493
35.57352590560913,492
35.60227990150452,493
35.626943826675415,493
35.65560984611511,492
35.68424606323242,492
35.71294283866882,493
35.74150609970093,493
35.77023792266846,492
35.79891490936279,489
35.823572874069214,493
35.85210585594177,493
35.88076186180115,492
35.909558057785034,492
35.93822479248047,492
35.96686577796936,489
35.99553084373474,488
36.024176836013794,492
36.04873180389404,493
36.07752585411072,492
36.105968952178955,485
36.13486194610596,498
36.16343593597412,505
36.19210696220398,525
36.22069191932678,527
36.24542999267578,464
36.27407479286194,514
36.30276298522949,448
36.33139395713806,484
36.3600869178772,515
36.38863492012024,518
36.41731882095337,504
36.4421010017395,505
36.470685958862305,507
36.49942398071289,467
36.52810192108154,480
36.55664896965027,492
36.585383892059326,494
36.614046812057495,492
36.638630867004395,493
36.66739082336426,493
36.69602990150452,493
36.72466993331909,493
36.7533860206604,493
36.78203797340393,493
36.810571908950806,493
36.83530378341675,493
36.86400580406189,493
36.892611026763916,493
36.9213650226593,493
36.949957847595215,493
36.97854280471802,493
37.007290840148926,493
37.035934925079346,493
37.06059384346008,494
37.0892767906189,493
37.11771583557129,493
37.14661693572998,493
37.17512488365173,493
37.20366597175598,493
37.23253893852234,489
37.25700497627258,493
37.28573393821716,494
37.31452703475952,493
37.34317374229431,493
37.371829986572266,493
37.40048098564148,493
37.42920184135437,489
37.45375680923462,493
37.482420921325684,494
37.51109981536865,493
37.539750814437866,494
37.56839179992676,493
37.596906900405884,493
37.62569284439087,490
37.65035700798035,494
37.679049015045166,494
37.70770287513733,494
37.736429929733276,494
37.76512098312378,493
37.79368495941162,490
37.82243084907532,494
37.85110592842102,494
37.87566900253296,494
37.90437984466553,494
37.93313002586365,493
37.96169400215149,493
37.99044680595398,493
38.019065141677856,494
38.04765582084656,494
38.07237982749939,493
38.100929975509644,494
38.12950396537781,493
38.15826773643494,493
38.18692398071289,493
38.215574979782104,493
38.24426078796387,493
38.26892685890198,493
38.29744482040405,493
38.32630801200867,469
38.3549427986145,510
38.38361072540283,519
38.4122748374939,479
38.44078588485718,466
38.46548295021057,535
38.49429988861084,437
38.5230348110199,447
38.55160593986511,448
38.580262899398804,560
38.62540292739868,452
38.65400195121765,460
38.68264603614807,519
38.711368799209595,493
38.73990297317505,498
38.76862096786499,497
38.797194957733154,492
38.82195687294006,487
38.850642919540405,493
38.87931704521179,494
38.90785193443298,494
38.936651945114136,492
38.96533989906311,493
38.99392104148865,493
39.01861596107483,494
39.04724597930908,494
39.07582092285156,492
39.10457706451416,490
39.13331985473633,492
39.16188168525696,493
39.190441846847534,493
39.21515893936157,493
39.243812799453735,493
39.27254796028137,493
39.30120086669922,491
39.32980680465698,491
39.358245849609375,494
39.38694882392883,493
39.41154980659485,493
39.440223932266235,492
39.46904969215393,490
39.497824907302856,491
39.52638006210327,490
39.55516791343689,494
39.58370304107666,493
39.608481884002686,493
39.63713574409485,493
39.66571497917175,493
39.69446396827698,493
39.72310709953308,494
39.75171399116516,493
39.78042387962341,493
39.80908393859863,493
39.833635091781616,493
39.86222004890442,493
39.89107584953308,493
39.91971683502197,493
39.948410749435425,493
39.97706484794617,493
40.00563287734985,493
40.03037905693054,493
40.059037923812866,493
40.08769679069519,493
40.116068840026855,493
40.144975900650024,493
40.17371702194214,493
40.20228886604309,493
40.22691512107849,493
40.25554299354553,493
40.28430199623108,493
40.312917947769165,493
40.34159994125366,493
40.37026000022888,493
40.39889478683472,493
40.42360806465149,496
40.452284812927246,509
40.48080086708069,498
40.50961470603943,493
40.53830075263977,504
40.56696176528931,467
40.59554886817932,482
40.62413477897644,485
40.64881086349487,475
40.67754292488098,498
40.70622491836548,476
40.73477506637573,500
40.76355290412903,496
40.79217791557312,492
40.820687770843506,493
40.8455069065094,493
40.87420701980591,491
40.90271782875061,495
40.931503772735596,491
40.96016311645508,493
40.98874497413635,494
41.017472982406616,494
41.04216194152832,493
41.070772886276245,493
41.09930181503296,490
41.12798094749451,491
41.15664482116699,491
41.18542695045471,494
41.214147090911865,493
41.23864793777466,493
41.26737689971924,493
41.296074867248535,491
41.32469081878662,492
41.35336399078369,494
41.382067918777466,494
41.41065692901611,494
41.43939685821533,493
41.464056968688965,493
41.49270296096802,493
41.52124786376953,493
41.549952030181885,494
41.57869577407837,494
41.60732889175415,493
41.636027812957764,493
41.66065692901611,493
41.68931984901428,493
41.71801686286926,493
41.74663496017456,493
41.775317907333374,493
41.80400991439819,493
41.832618951797485,493
41.857287883758545,493
41.885849714279175,493
41.91460990905762,493
41.943289041519165,493
41.971811056137085,493
42.00058078765869,493
42.02925896644592,493
42.053805112838745,494
42.08257794380188,493
42.11092400550842,493
42.13998198509216,493
42.16853594779968,493
42.19722580909729,493
42.22578191757202,493
42.25042390823364,493
42.279114961624146,493
42.30778479576111,493
42.336445808410645,493
42.36488080024719,500
42.393686056137085,510
42.422340869903564,512
42.45107579231262,482
42.47564697265625,499
42.504424810409546,474
42.53308391571045,536
42.56178569793701,566
42.60680174827576,491
42.63554096221924,482
42.66418981552124,567
42.71333980560303,437
42.737873792648315,442
42.76662993431091,517
42.795289039611816,500
42.823862075805664,501
42.85259485244751,490
42.881263732910156,492
42.9098539352417,490
42.93459391593933,491
42.96330904960632,491
42.99180793762207,493
43.02057385444641,492
43.049110889434814,492
43.07784295082092,491
43.10654377937317,493
43.13102889060974,493
43.15983486175537,490
43.18841481208801,493
43.21720290184021,493
43.24578785896301,493
43.27453112602234,493
43.3031690120697,492
43.33170509338379,493
43.3564977645874,493
43.38512682914734,493
43.413755893707275,492
43.44232797622681,493
43.471118688583374,493
43.49969792366028,492
43.52843379974365,492
43.55308794975281,492
43.5817608833313,493
43.610331773757935,493
43.63906693458557,493
43.66776704788208,493
43.696377754211426,492
43.72514200210571,493
43.74971890449524,493
43.778395891189575,492
43.80692672729492,494
43.835723876953125,493
43.86447882652283,493
43.89288902282715,493
43.92141389846802,493
43.94633603096008,493
43.97490882873535,493
44.00366687774658,493
44.03235602378845,493
44.06087589263916,493
44.08970594406128,494
44.118300914764404,493
44.14688682556152,492
44.17159295082092,493
44.20018672943115,493
44.22888898849487,493
44.2575478553772,493
44.28625202178955,493
44.31487679481506,491
44.34359693527222,492
44.36818194389343,493
44.396864891052246,493
44.42554998397827,493
44.4542498588562,493
44.48280906677246,493
44.51142692565918,491
44.5402307510376,491
44.564876079559326,494
44.59355282783508,493
44.62217903137207,493
44.650851011276245,493
44.6795449256897,493
44.70801091194153,492
44.73673391342163,494
44.76149892807007,494
